Date,Close,High,Low,Open,Volume,Return_1,LogReturn_1,Momentum_5,Momentum_10,Momentum_20,RSI_14,EMA_12,EMA_26,MACD,MACD_signal,BB_Mid,BB_Std,BB_Upper,BB_Lower,H-L,H-PC,L-PC,TrueRange,ATR_14,Volatility_20,Volume_SMA20,Volume_Normalized,OBV
2000-01-18,1455.1400146484375,1465.1500244140625,1451.300048828125,1465.1500244140625,1056700000,-0.00683207152771137,-0.006855516976735032,-0.0016876790468599578,-5.494430828134611e-05,,,1445.2883289662893,1446.332951273029,-1.0446223067397113,-3.8688606690439364,,,,,13.8499755859375,0.0,13.8499755859375,13.8499755859375,,,,,2529800000
2000-01-19,1455.9000244140625,1461.3900146484375,1448.6800537109375,1455.1400146484375,1087800000,0.0005222932212531894,0.0005221568736217819,0.012053696136442804,0.04035956231519955,,,1446.920897496716,1447.04162335755,-0.12072586083399983,-3.119233707401949,,,,,12.7099609375,6.25,6.4599609375,12.7099609375,,,,,3617600000
2000-01-20,1445.5699462890625,1465.7099609375,1438.5400390625,1455.9000244140625,1100700000,-0.007095321074094607,-0.007120612569861073,0.009300014864068729,0.030996113993584373,,,1446.7130588493847,1446.9326102413656,-0.2195513919809855,-2.5392972443177566,,,,,27.169921875,9.8099365234375,17.3599853515625,27.169921875,,,,,2516900000
2000-01-21,1441.3599853515625,1453.1800537109375,1439.5999755859375,1445.5699462890625,1209800000,-0.0029123190810015354,-0.0029165681339531346,-0.005739244558188528,0.027012031421592697,,,1445.889509080489,1446.5198232124915,-0.6303141320024679,-2.157500621854699,,,,,13.580078125,7.610107421875,5.969970703125,13.580078125,26.342128208705358,,,,1307100000
2000-01-24,1401.530029296875,1454.0899658203125,1395.4200439453125,1441.3599853515625,1115800000,-0.027633593591799732,-0.02802258422845938,-0.04342217114771585,-0.027707785953229425,,38.69065801883639,1439.0649737291637,1443.1872458854086,-4.12227215624489,-2.550454928732737,,,,,58.669921875,12.72998046875,45.93994140625,58.669921875,27.701407296316965,,,,191300000
2000-01-25,1410.030029296875,1414.260009765625,1388.489990234375,1401.530029296875,1073700000,0.006064800483985611,0.00604648360304072,-0.031000443185847715,-0.032635803434299615,,52.79107390692546,1434.5980592011192,1440.7311557677394,-6.133096566620225,-3.266983256310235,,,,,25.77001953125,12.72998046875,13.0400390625,25.77001953125,25.414271763392858,,,,1265000000
2000-01-26,1404.0899658203125,1412.72998046875,1400.1600341796875,1410.030029296875,1117300000,-0.00421272125638672,-0.0042216197666675725,-0.03558627496733602,-0.023961524975977255,,50.51209905043828,1429.9045063733026,1438.0169935494116,-8.11248717610897,-4.236084040269983,,,,,12.5699462890625,2.699951171875,9.8699951171875,12.5699462890625,23.769984654017858,,,,147700000
2000-01-27,1398.56005859375,1418.8599853515625,1370.989990234375,1404.0899658203125,1129500000,-0.00393842799334565,-0.003946204024482647,-0.032519967515921344,-0.023522388833129737,,48.7621152507846,1425.0822836379868,1435.09425762677,-10.011973988783211,-5.391262029972628,,,,,47.8699951171875,14.77001953125,33.0999755859375,47.8699951171875,25.774980817522323,,,,-981800000
2000-01-28,1360.1600341796875,1398.56005859375,1356.199951171875,1398.56005859375,1095800000,-0.027456829027902918,-0.0278408127297336,-0.05633564966219695,-0.06175157014962973,,29.455775808625546,1415.094245259787,1429.5435744084677,-14.449329148680818,-7.202875453714267,,,,,42.360107421875,0.0,42.360107421875,42.360107421875,25.890703473772323,,,,-2077600000
2000-01-31,1394.4599609375,1394.47998046875,1350.1400146484375,1360.1600341796875,993800000,0.025217566974388372,0.024904850529124722,-0.005044535765617475,-0.048247662217957954,,35.388310377109576,1411.9197399794352,1426.944788225433,-15.025048245997823,-8.767310012170977,1425.5855041503905,28.967155568428385,1483.5198152872474,1367.6511930135337,44.3399658203125,34.3199462890625,10.02001953125,44.3399658203125,27.422842843191965,,1074720000.0,0.9247059699270508,-1083800000
2000-02-01,1409.280029296875,1412.489990234375,1384.7900390625,1394.4599609375,981000000,0.01062781920924527,0.010571740915406913,-0.0005319035654680615,-0.031515857505054146,-0.03156907019634492,43.08911981947615,1411.5136306436568,1425.6362875640584,-14.122656920401596,-9.838379393817101,1423.288507080078,28.30749289340945,1479.9034928668968,1366.6735212932592,27.699951171875,18.030029296875,9.669921875,27.699951171875,27.66998291015625,0.016519070428675443,1077180000.0,0.910711301732301,-102800000
2000-02-02,1409.1199951171875,1420.6099853515625,1403.489990234375,1409.280029296875,1038600000,-0.00011355740261742575,-0.00011356385074723363,0.0035824123947330033,-0.03213134728512834,0.006931407917045718,44.377461776259295,1411.1453790242,1424.4128584939197,-13.267479469719547,-10.52419940899759,1423.773504638672,27.957964377453457,1479.6894333935788,1367.857575883765,17.1199951171875,11.3299560546875,5.7900390625,17.1199951171875,27.784266880580358,0.014056084725186015,1078660000.0,0.9628613279439304,-1141400000
2000-02-03,1424.969970703125,1425.780029296875,1398.52001953125,1409.1199951171875,1146500000,0.011248137590027962,0.011185347697919568,0.018883645322983256,-0.014250417725423792,0.01630398869588734,43.94687061359309,1413.2722392824962,1424.454126064972,-11.181886782475658,-10.655736883693205,1424.91650390625,27.48904297228924,1479.8945898508284,1369.9384179616716,27.260009765625,16.6600341796875,10.5999755859375,27.260009765625,28.163556780133927,0.014261059129911881,1081710000.0,1.0598959055569424,5100000
2000-02-04,1424.3699951171875,1435.9100341796875,1420.6300048828125,1424.969970703125,1045100000,-0.000421044371651913,-0.00042113303572222094,0.047207651543904605,-0.011787471837044872,0.014906156024904416,39.22531404531128,1414.9795863339873,1424.4478941429138,-9.468307808926511,-10.418251068739867,1425.9625061035156,27.023289722152096,1480.0090855478197,1371.9159266592114,15.280029296875,10.9400634765625,4.3399658203125,15.280029296875,27.589276994977677,0.01426412747353143,1079350000.0,0.9682679390373836,-1040000000
2000-02-07,1424.239990234375,1427.1500244140625,1413.3299560546875,1424.3699951171875,918100000,-9.127184878798822e-05,-9.127601431657695e-05,0.021355958672957476,0.016203692010005044,-0.011953062373089574,41.38603174127842,1416.4042638571239,1424.4324938533923,-8.028229996268465,-9.940246854245586,1425.101007080078,26.776411016929845,1478.6538291139377,1371.5481850462184,13.820068359375,2.780029296875,11.0400390625,13.820068359375,27.587140764508927,0.012856520587850202,1063995000.0,0.8628799947368174,-1958100000
2000-02-08,1441.719970703125,1441.8299560546875,1424.239990234375,1424.239990234375,1047700000,0.012273198750635705,0.012198493672594068,0.023018804447569652,0.02247465709794305,-0.010894624827658128,46.38411442039934,1420.298987987278,1425.7130476941134,-5.41405970683536,-9.035009424763542,1424.3070068359375,25.985771230272483,1476.2785492964824,1372.3354643753926,17.5899658203125,17.5899658203125,0.0,17.5899658203125,27.935712541852677,0.012910625993782392,1063140000.0,0.9854769832759561,-910400000
2000-02-09,1411.7099609375,1444.550048828125,1411.6500244140625,1441.719970703125,1050500000,-0.02081542211764542,-0.021035117059751585,0.0018380023200914586,0.005426999197117421,-0.018664564955666152,42.153317812396566,1418.9775992103891,1424.6757820084383,-5.698182798049174,-8.36764409942067,1422.964501953125,25.904110135121957,1474.7727222233689,1371.156281682881,32.9000244140625,2.830078125,30.0699462890625,32.9000244140625,28.345005580357142,0.013415212369429953,1064965000.0,0.9864173939988639,-1960900000
2000-02-10,1416.8299560546875,1422.0999755859375,1406.4300537109375,1411.699951171875,1058800000,0.0036268038470079755,0.003620242852776734,-0.0057124113600941495,0.013063362812826051,-0.010766307519855078,44.33930905485194,1418.6471925710505,1424.094609715568,-5.447417144517431,-7.783598708440023,1422.1934997558594,25.842599274103275,1473.878698304066,1370.508301207653,15.669921875,10.3900146484375,5.2799072265625,15.669921875,28.494280133928573,0.013423873655666625,1069175000.0,0.9902962564594197,-902100000
2000-02-11,1387.1199951171875,1416.8299560546875,1378.8900146484375,1416.8299560546875,1025700000,-0.02096932014356223,-0.02119229898918995,-0.02615191286512275,0.01982116828903857,-0.0431543901246394,46.511730987785874,1413.7968545012254,1421.3557493749472,-7.558894873721783,-7.738657941496375,1419.065496826172,26.12511479737723,1471.3157264209265,1366.8152672314175,37.93994140625,0.0,37.93994140625,37.93994140625,27.013567243303573,0.013822842742341171,1068940000.0,0.9595487118079593,-1927800000
2000-02-14,1389.93994140625,1394.9300537109375,1380.530029296875,1387.1199951171875,927300000,0.0020329505010301396,0.002030886853549241,-0.024083054164544704,-0.003241412201043903,-0.0513326838580167,44.99922821031087,1410.1265601789214,1419.028652488377,-8.902092309455611,-7.971344815088223,1415.3049926757812,24.505206006033248,1464.3154046878478,1366.2945806637147,14.4000244140625,7.81005859375,6.5899658203125,14.4000244140625,26.201424734933035,0.013534333472896374,1061010000.0,0.8739785675912574,-1000500000
2000-02-15,1402.050048828125,1407.719970703125,1376.25,1389.93994140625,1092100000,0.008712683952101452,0.008674947553079626,-0.02751569145265642,-0.005130265325875127,-0.03648443811995583,49.50736142531768,1408.8840199711067,1417.7709781431731,-8.886958172066443,-8.154467486483867,1412.6504943847656,22.777568194060958,1458.2056307728874,1367.0953579966438,31.469970703125,17.780029296875,13.68994140625,31.469970703125,27.551426478794642,0.013720185428837758,1062780000.0,1.027588023861947,91600000
2000-02-16,1387.6700439453125,1404.550048828125,1385.5799560546875,1402.050048828125,1018800000,-0.01025641338184169,-0.010309372816680096,-0.017028934878537516,-0.015222231780261608,-0.046864468249603664,47.47787903341172,1405.6203313517535,1415.541279313702,-9.920947961948514,-8.507763581576796,1409.238995361328,20.999084176184883,1451.2371637136978,1367.2408270089584,18.9700927734375,2.5,16.4700927734375,18.9700927734375,25.487147739955358,0.01383674256846104,1059330000.0,0.9617399677154428,-927200000
2000-02-17,1388.260009765625,1399.8800048828125,1380.0699462890625,1387.6700439453125,1034800000,0.0004251484874857603,0.0004250581374742879,-0.020164696664530246,-0.02576191898232505,-0.039645218600842136,57.88970758093295,1402.9495126461954,1413.520444532363,-10.5709318861675,-8.920397242494937,1406.3734985351562,19.64718754297354,1445.6678736211034,1367.079123449209,19.81005859375,12.2099609375,7.60009765625,19.81005859375,23.876429966517858,0.013801871249912558,1056035000.0,0.9798917649509723,107600000
2000-02-18,1346.0899658203125,1388.5899658203125,1345.3199462890625,1388.260009765625,1042300000,-0.030376185763956398,-0.03084710308169214,-0.0295792933857959,-0.05495765114768136,-0.06609731121959284,36.993821977636756,1394.201890057598,1408.5255942573963,-14.323704199798385,-10.001058633955626,1401.6099975585937,22.11270034496673,1445.835398248527,1357.3845968686603,43.27001953125,0.3299560546875,42.9400634765625,43.27001953125,23.800005231584823,0.015200192479420746,1047660000.0,0.9948838363591241,-934700000
2000-02-22,1352.1700439453125,1358.1099853515625,1331.8800048828125,1346.0899658203125,980000000,0.0045168438064202565,0.004506673481115442,-0.027173762215023767,-0.05060238919228954,-0.0352186427117267,33.88636120974991,1387.7354521941693,1404.3511090490938,-16.61565685492451,-11.323978278149402,1399.1419982910156,24.722609538047852,1448.5872173671114,1349.6967792149198,26.22998046875,12.02001953125,14.2099609375,26.22998046875,23.69500732421875,0.014155800224455029,1040870000.0,0.9415200745530181,45300000
2000-02-23,1360.68994140625,1370.1099853515625,1342.43994140625,1352.1700439453125,993700000,0.006300906826835595,0.006281139106337541,-0.02949973680072615,-0.05620372259763928,-0.034992224892705925,36.9509975404374,1383.5746043806432,1401.1169484829572,-17.54234410231402,-12.567651442982326,1396.6749938964845,26.00731705832911,1448.6896280131427,1344.6603597798262,27.6700439453125,17.93994140625,9.7301025390625,27.6700439453125,24.448582240513392,0.014162709149723592,1036870000.0,0.9583650795181653,1039000000
2000-02-24,1353.4300537109375,1364.800048828125,1329.8800048828125,1360.68994140625,1215000000,-0.005335445992795007,-0.005349730316245527,-0.02467444648226791,-0.041283201818494986,-0.036080246524500925,29.788683966757233,1378.9369812006885,1397.584585907252,-18.64760470656347,-13.783642095698555,1394.1419982910156,27.66153702312305,1449.4650723372617,1338.8189242447695,34.9200439453125,4.110107421875,30.8099365234375,34.9200439453125,24.9957275390625,0.014175481240994593,1041755000.0,1.166301097666918,-176000000
2000-02-25,1333.3599853515625,1362.1400146484375,1329.1500244140625,1353.4300537109375,1065200000,-0.01482903996726348,-0.014940089385435229,-0.03954592369431653,-0.058913188803232264,-0.04661943035020322,26.836336883077166,1371.9251356854384,1392.827208088312,-20.902072402873728,-15.207328157133592,1390.8819946289063,30.779721059698765,1452.4414367483039,1329.3225525095088,32.989990234375,8.7099609375,24.280029296875,32.989990234375,26.260724748883927,0.01447049553047948,1038540000.0,1.0256706530321413,-1241200000
2000-02-28,1348.050048828125,1360.8199462890625,1325.0699462890625,1333.3599853515625,1026500000,0.0110173273819143,0.010957078745979842,0.0014561307621203667,-0.02816623394269635,-0.008903353316704443,31.946367973046307,1368.2520453996979,1389.5103814764464,-21.258336076748492,-16.417529741056573,1390.2764953613282,31.525960465122903,1453.328416291574,1327.2245744310824,35.75,27.4599609375,8.2900390625,35.75,27.8271484375,0.013470748101236336,1035075000.0,0.9917155761659783,-214700000
2000-02-29,1366.4200439453125,1369.6300048828125,1348.050048828125,1348.050048828125,1204300000,0.013627086867551208,0.013535073096646144,0.010538615364101611,-0.016921520678901847,-0.020108083256356934,32.23220432229094,1367.9701990221001,1387.7999861037697,-19.829787081669565,-17.099981209179173,1388.8744995117188,31.950747066805473,1452.7759936453297,1324.973005378108,21.5799560546875,21.5799560546875,0.0,21.5799560546875,28.112147739955358,0.012528830127798594,1045600000.0,1.151778882938026,989600000
2000-03-01,1379.18994140625,1383.4599609375,1366.4200439453125,1366.4200439453125,1274100000,0.009345513861218402,0.009302114728481747,0.0135960437694429,-0.016304772744013096,-0.021351390259633285,41.64696542322034,1369.6963132350463,1387.1622050150645,-17.465891780018183,-17.173163323346976,1387.3699951171875,31.646309234240718,1450.6626135856689,1324.0773766487061,17.0399169921875,17.0399169921875,0.0,17.0399169921875,26.979282924107142,0.012469658747937415,1060255000.0,1.2016920457814393,2263700000
2000-03-02,1381.760009765625,1386.56005859375,1370.3499755859375,1379.18994140625,1198600000,0.001863462226787016,0.0018617281349939674,0.02093196909364492,-0.00425896213979271,-0.019416363011219073,40.87243012775097,1371.5522665474432,1386.7620424039949,-15.209775856551687,-16.78048582998792,1386.0019958496093,31.245437452663175,1448.4928707549357,1323.511120944283,16.2100830078125,7.3701171875,8.8399658203125,16.2100830078125,27.017865862165177,0.012484916446994116,1068255000.0,1.1220167469377629,3462300000
2000-03-03,1409.1700439453125,1410.8800048828125,1381.760009765625,1381.760009765625,1150300000,0.019837044049593633,0.0196428537973814,0.056856407441806756,0.015062044597263569,-0.011087901557684243,55.80845108828469,1377.3396169163461,1388.4218943700184,-11.082277453672305,-15.640844154724798,1385.2119995117187,30.396540120512345,1446.0050797527433,1324.418919270694,29.1199951171875,29.1199951171875,0.0,29.1199951171875,26.387869698660715,0.013059455762173438,1068445000.0,1.0766113370365344,4612600000
2000-03-06,1391.280029296875,1409.739990234375,1384.75,1409.1700439453125,1029000000,-0.012695426449990443,-0.012776701994210882,0.032068527801568214,0.03357135453351634,-0.02323129940517321,50.32704194168418,1379.48429574412,1388.6336080683043,-9.149312324184393,-14.342537788616717,1383.5575012207032,29.022467202965142,1441.6024356266335,1325.512566814773,24.989990234375,0.5699462890625,24.4200439453125,24.989990234375,27.144295828683035,0.013342103077265655,1067640000.0,0.963808025177026,3583600000
2000-03-07,1355.6199951171875,1399.2099609375,1349.989990234375,1391.280029296875,1314100000,-0.02563109757114057,-0.0259652971202895,-0.007903901055887341,0.002551418135110284,-0.04818007891064435,39.837139869149716,1375.812864878438,1386.1881552571106,-10.375290378672616,-13.549088306627898,1380.1265014648438,27.997906497712894,1436.1223144602695,1324.1306884694181,49.219970703125,7.929931640625,41.2900390625,49.219970703125,28.412152971540177,0.01442020353388932,1087440000.0,1.2084344883395866,2269500000
2000-03-08,1366.699951171875,1373.7900390625,1346.6199951171875,1355.6199951171875,1203000000,0.008173349533495022,0.008140128606934027,-0.009056033443544331,0.004416884098822571,-0.05203508382745292,45.342670386305656,1374.4108781543514,1384.7445845841303,-10.333706429778886,-12.906011931258096,1376.3755004882812,24.060110283552874,1424.4957210553869,1328.2552799211755,27.1700439453125,18.1700439453125,9.0,27.1700439453125,28.99786376953125,0.014229011493510815,1095205000.0,1.0984244958706362,3472500000
2000-03-09,1401.68994140625,1401.8199462890625,1357.8800048828125,1366.699951171875,1123000000,0.025601808359159595,0.025279570403423435,0.01442358405205657,0.035657467161298806,-0.007097789070352523,52.58735601367783,1378.607657116182,1385.9997962005837,-7.392139084401606,-11.803237361886799,1375.8744995117188,23.38034038568503,1422.6351802830889,1329.1138187403487,43.93994140625,35.1199951171875,8.8199462890625,43.93994140625,30.721426827566965,0.014867827620784358,1098830000.0,1.0219961231491677,4595500000
2000-03-10,1395.0699462890625,1413.4599609375,1392.0699462890625,1401.68994140625,1138800000,-0.004722866963392747,-0.0047340549396848175,-0.010005958980488505,0.04628154558067754,-0.015358236655454438,60.93400855876576,1381.140316988933,1386.6716591701006,-5.531342181167702,-10.54885832574298,1374.7864990234375,21.829008789064677,1418.4445166015669,1331.1284814453081,21.3900146484375,11.77001953125,9.6199951171875,21.3900146484375,29.1585693359375,0.014870448842006372,1102830000.0,1.0326160877016404,3456700000
2000-03-13,1383.6199951171875,1398.3900146484375,1364.8399658203125,1395.0699462890625,1016100000,-0.008207438775620024,-0.008241305233129381,-0.005505745801266726,0.026386220838005237,-0.002523213573678129,56.856326849524756,1381.5218059317415,1386.4456099809959,-4.923804049254386,-9.423847470445262,1374.6114990234375,21.738771931725484,1418.0890428868886,1331.1339551599865,33.550048828125,3.320068359375,30.22998046875,33.550048828125,29.681431361607142,0.014212731718036763,1102350000.0,0.9217580623214042,2440600000
2000-03-14,1359.1500244140625,1395.1500244140625,1359.1500244140625,1383.6199951171875,1094000000,-0.017685470569578254,-0.017843727175415935,0.002603996185944313,-0.0053204865981466565,-0.02215197655305612,49.686115480640176,1378.07999339056,1384.4237147538156,-6.343721363255554,-8.807822249007321,1373.072003173828,21.686285987481348,1416.4445751487908,1329.6994311988653,36.0,11.530029296875,24.469970703125,36.0,30.27642822265625,0.01473637211783492,1110685000.0,0.9849777389628923,1346600000
2000-03-15,1392.1400146484375,1397.989990234375,1356.989990234375,1359.1500244140625,1302800000,0.02427251564712085,0.023982619773033065,0.01861422725211126,0.009389622744045978,-0.007068245664960782,57.14126789528158,1380.2430735840796,1384.9952925237876,-4.752218939707973,-7.996701587147452,1372.5765014648437,21.09446983087342,1414.7654411265905,1330.3875618030968,41.0,38.8399658203125,2.1600341796875,41.0,30.710710797991073,0.01565887360623695,1121220000.0,1.1619485917125987,2649400000
2000-03-16,1458.469970703125,1458.469970703125,1392.1500244140625,1392.1500244140625,1482300000,0.047646038011081915,0.04654577885905109,0.04050826621464543,0.05551612464925193,0.051020721436429994,69.71540516281881,1392.2779808331636,1390.4378612778125,1.840119555351066,-6.029337358647749,1376.1164978027343,28.42700536202496,1432.9705085267842,1319.2624870786844,66.3199462890625,66.3299560546875,0.010009765625,66.3299560546875,33.092136928013396,0.018755595005037463,1144395000.0,1.2952695529078684,4131700000
2000-03-17,1464.469970703125,1477.3299560546875,1453.3199462890625,1458.469970703125,1295100000,0.0041139002657062385,0.0041054613147588626,0.04974662711261835,0.03924290542182329,0.054896028410676756,68.86260160993652,1403.3844408131577,1395.9217212352432,7.462719577914413,-3.3309259713353168,1379.9269958496093,34.58191756476046,1449.0908309791303,1310.7631607200883,24.010009765625,18.8599853515625,5.1500244140625,24.010009765625,32.253566196986604,0.018750626777120586,1157410000.0,1.1189638935208785,5426800000
2000-03-20,1456.6300048828125,1470.300048828125,1448.489990234375,1464.469970703125,920800000,-0.005353449355160467,-0.005367830413634422,0.052767385570661185,0.04697111595784498,0.08211935447801699,65.13235383251944,1411.576066054643,1400.4186311350632,11.157434919579828,-0.43325379315228796,1385.4539978027344,37.59179880352489,1460.6375954097841,1310.2704001956847,21.81005859375,5.830078125,15.97998046875,21.81005859375,32.27000209263393,0.017187147429239154,1151335000.0,0.799767226741131,4506000000
2000-03-21,1493.8699951171875,1493.9200439453125,1446.06005859375,1456.6300048828125,1065900000,0.025565854135601862,0.025244513080496134,0.09912075067739745,0.1019828569200536,0.10479447596578018,67.77765288407934,1424.2366705258037,1407.3409543929984,16.89571613280532,3.032540192039234,1392.538995361328,43.825002770953986,1480.189000903236,1304.88898981942,47.8599853515625,37.2900390625,10.5699462890625,47.8599853515625,34.471435546875,0.01784630703498183,1155630000.0,0.9223540406531502,5571900000
2000-03-22,1500.6400146484375,1505.0799560546875,1487.3299560546875,1493.8699951171875,1075000000,0.004531866597078826,0.004521628609460926,0.0779375629306942,0.0980025376906728,0.10285228763986565,68.1918425735424,1435.991031160055,1414.2519958934013,21.739035266653673,6.773839206962123,1399.5364990234375,49.30258532383277,1498.141669671103,1300.931328375772,17.75,11.2099609375,6.5400390625,17.75,34.581429617745535,0.01784466154356181,1159695000.0,0.9269678665511191,6646900000
2000-03-23,1527.3499755859375,1532.5,1492.3900146484375,1500.6400146484375,1078300000,0.017799046191472767,0.01764249804450202,0.047227578398207015,0.08964895193127997,0.1285030736521131,68.12354403991436,1450.0462533794216,1422.6296240187744,27.41662936064722,10.902397237699144,1408.2324951171875,55.66924266691548,1519.5709804510184,1296.8940097833565,40.1099853515625,31.8599853515625,8.25,40.1099853515625,35.366428920200896,0.017885327529059535,1152860000.0,0.9353260586714779,7725200000
2000-03-24,1527.4599609375,1552.8699951171875,1516.8299560546875,1527.3499755859375,1052200000,7.20105760438905e-05,7.200798340623038e-05,0.04301214193154945,0.09489847803015161,0.1455720718473188,72.08850242984497,1461.9560545422028,1430.3948341609023,31.561220381300473,15.03416186641941,1417.9374938964843,58.76258336205102,1535.4626606205863,1300.4123271723822,36.0400390625,25.52001953125,10.52001953125,36.0400390625,36.15571812220982,0.017262129494995337,1152210000.0,0.9132015865163469,8777400000
2000-03-27,1523.8599853515625,1534.6300048828125,1518.4599609375,1527.4599609375,901000000,-0.0023568379388013705,-0.0023596196528954394,0.046154466297815055,0.10135730238742124,0.1304179593897652,80.45622170325834,1471.4797362051813,1437.3181786935438,34.16155751163751,18.85964099546303,1426.7279907226562,60.86985486442519,1548.4677004515065,1304.9882809938058,16.1700439453125,7.1700439453125,9.0,16.1700439453125,33.795009068080354,0.0173554187534509,1145935000.0,0.7862575102427276,7876400000
2000-03-28,1507.72998046875,1527.3599853515625,1507.0899658203125,1523.8599853515625,959100000,-0.01058496517912777,-0.010641384406600451,0.009277905973655631,0.10931828965587598,0.1034161765626831,75.07202697224564,1477.056696861115,1442.5338677139293,34.522829147185575,21.99227862580754,1433.7934875488281,61.69683706958277,1557.1871616879937,1310.3998134096626,20.27001953125,3.5,16.77001953125,20.27001953125,33.302150181361604,0.01765847580930495,1133675000.0,0.8460096588528458,6917300000
2000-03-29,1508.52001953125,1521.449951171875,1497.449951171875,1507.72998046875,1061900000,0.0005239924076154701,0.0005238551715320838,0.005251096069605055,0.08359791663067906,0.09377249227407525,71.62116223085711,1481.8972080411356,1447.4217308115087,34.475477229626904,24.488918346571413,1440.259991455078,62.44563456943408,1565.1512605939463,1315.3687223162099,24.0,13.719970703125,10.280029296875,24.0,31.87786865234375,0.017656476173071856,1123065000.0,0.9455374355001714,7979200000
2000-03-30,1487.9200439453125,1517.3800048828125,1474.6300048828125,1508.52001953125,1193400000,-0.013655752206946925,-0.013749849620433352,-0.025815911396141256,0.020192444022683276,0.07682957491127174,67.78534537747692,1482.82379818024,1450.421605858457,32.40219232178288,26.071573141613705,1445.5679931640625,61.71898256216205,1569.0059582883866,1322.1300280397384,42.75,8.8599853515625,33.8900146484375,42.75,33.40358189174107,0.018119774094156764,1122805000.0,1.062873784851332,6785800000
2000-03-31,1498.5799560546875,1519.81005859375,1484.3800048828125,1487.9200439453125,1227400000,0.007164304394414511,0.0071387626855159425,-0.018907209106212464,0.02329169326373104,0.06344863240141718,72.08731807171498,1485.2478224686165,1453.9888910581778,31.258931410438663,27.109044795378697,1450.0384887695313,62.18020257143829,1574.3988939124079,1325.6780836266548,35.4300537109375,31.8900146484375,3.5400390625,35.4300537109375,33.537867954799104,0.01774953896923573,1126660000.0,1.0894147302646762,8013200000
2000-04-03,1505.969970703125,1507.18994140625,1486.9599609375,1498.5799560546875,1021700000,0.004931344916619063,0.004919225661762283,-0.011739933340601638,0.033872682599506154,0.08243483625953574,80.19001337874913,1488.4358452739255,1457.839341402248,30.59650387167744,27.80653661063845,1455.7729858398438,61.7632403121949,1579.2994664642335,1332.2465052154541,20.22998046875,8.6099853515625,11.6199951171875,20.22998046875,32.41143798828125,0.017350363560764574,1126295000.0,0.9071335662504051,9034900000
