Date,close,high,low,open,volume,returns,log_returns,ema_20,ema_50,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,vol_pct_change,target_1d,target_5d,target_20d
2010-04-14,1210.6500244140625,1210.6500244140625,1198.68994140625,1198.68994140625,5760040000,0.011150066851666862,0.011088363099908616,1178.0887718377026,1151.0592421437839,78.50249870308605,16.43755562550041,1.2515661152757094,15.1859895102247,1150.8582373728896,1178.5274902343751,1206.1967430958607,4.695563419735412,1.080473465266577,0.06596737718327472,1211.6700439453125,1205.93994140625,1171.6700439453125
2010-04-15,1211.6700439453125,1213.9200439453125,1208.5,1210.77001953125,5995330000,0.0008425387276917995,0.0008421839911768203,1181.2869882289035,1153.436136332079,78.80577076460075,17.10011778997182,1.5313026237976946,15.568815166174124,1150.0899021361618,1180.800494384766,1211.51108663337,5.201656400830917,1.0025879883828956,0.04084867466198161,1192.1300048828125,1208.6700439453125,1157.43994140625
2010-04-16,1192.1300048828125,1210.1700439453125,1186.77001953125,1210.1700439453125,8108470000,-0.016126534744455467,-0.016257982418547083,1182.3196564816567,1154.9535429419116,61.040744153294305,15.865596508831686,0.23742507412604752,15.628171434705639,1151.8549669527367,1182.115496826172,1212.376026699607,5.119724756960013,0.6654714590016485,0.3524643347405396,1197.52001953125,1217.280029296875,1135.6800537109375
2010-04-19,1197.52001953125,1197.8699951171875,1183.6800537109375,1192.06005859375,6597740000,0.004521331252766547,0.004511140739529798,1183.7673101054274,1156.6228165336504,63.485958564286975,15.147547140761617,-0.38449943515521845,15.532046575916835,1154.895647154395,1183.996496582031,1213.0973460096673,4.915698570332712,0.7323561548065334,-0.18631505080489907,1207.1700439453125,1212.050048828125,1136.93994140625
2010-04-20,1207.1700439453125,1208.5799560546875,1199.0400390625,1199.0400390625,5316590000,0.008058340784849571,0.008026045737071379,1185.9961418997023,1158.6050607458724,67.42761690861093,15.182153747061875,-0.2799142630839686,15.462068010145844,1156.5301565887642,1186.0644958496093,1215.5988351104545,4.980224829964064,0.857305235598814,-0.1941801283469794,1205.93994140625,1183.7099609375,1120.800048828125
2010-04-21,1205.93994140625,1210.989990234375,1198.8499755859375,1207.1600341796875,5724310000,-0.0010189969053922,-0.0010195164357019706,1187.8955513765163,1160.4613305756911,66.4430031196239,14.938123350054866,-0.41915572807278245,15.357279078127648,1157.403481949899,1187.6529907226563,1217.9024994954136,5.093997827488521,0.8022685561767352,0.07668825318484207,1208.6700439453125,1191.3599853515625,1115.050048828125
2010-04-22,1208.6700439453125,1210.27001953125,1190.18994140625,1202.52001953125,6035780000,0.002263879356942944,0.0022613206430901964,1189.8740744783063,1162.351868354892,67.57471086330082,14.794482377167924,-0.4502373607677814,15.244719737935705,1159.5885924753695,1189.7004943847658,1219.812396294162,5.0620979064093135,0.8149842480495628,0.05441179810317753,1217.280029296875,1206.780029296875,1071.5899658203125
2010-04-23,1217.280029296875,1217.280029296875,1205.0999755859375,1207.8699951171875,5326060000,0.0071235200993795544,0.0070982676832182495,1192.484165413408,1164.5059138820288,70.90703556966787,15.20018150192891,-0.03563058880543757,15.235812090734347,1161.980780154577,1192.2779968261718,1222.5752134977668,5.082240341974893,0.9126126954451192,-0.11758546534167913,1212.050048828125,1186.68994140625,1087.68994140625
2010-04-26,1212.050048828125,1219.800048828125,1211.0699462890625,1217.0699462890625,5647760000,-0.004296448099761374,-0.004305704355093108,1194.3475828814762,1166.370389762268,66.44042397823449,14.927609080779575,-0.24656240796381823,15.174171488743394,1165.576040818477,1194.5510009765626,1223.5259611346482,4.851188460668185,0.8019684540735975,0.060401122030168564,1183.7099609375,1202.260009765625,1073.6500244140625
2010-04-27,1183.7099609375,1211.3800048828125,1181.6199951171875,1209.9200439453125,7454540000,-0.023381945257149872,-0.023659640178701643,1193.334476029669,1167.0503729456104,48.58179165948389,12.283192234407124,-2.312783403469016,14.59597563787614,1167.3745873221856,1195.0755004882812,1222.776413654377,4.635843200664345,0.2948526194311166,0.3199109027295777,1191.3599853515625,1173.5999755859375,1074.030029296875
2010-04-28,1191.3599853515625,1195.050048828125,1181.81005859375,1184.5899658203125,6342310000,0.006462752419523099,0.006441958378180898,1193.1464292984208,1168.0036910791773,52.3083224302354,10.681634632993337,-3.131472803906245,13.813107436899582,1170.1594377620572,1195.979998779297,1221.8005597965366,4.317891778055489,0.4105361532491536,-0.14920169453782528,1206.780029296875,1165.8699951171875,1067.949951171875
2010-04-29,1206.780029296875,1209.3599853515625,1193.300048828125,1193.300048828125,6059410000,0.012943228020842135,0.012860180281289574,1194.4448673935117,1169.524331793597,58.7914243518875,10.535213982132746,-2.6223147638134705,13.157528745946216,1174.8654837416154,1197.847497558594,1220.8295113755723,3.837218654932201,0.6943374460005332,-0.04460519905208038,1186.68994140625,1128.1500244140625,1103.06005859375
2010-04-30,1186.68994140625,1207.989990234375,1186.3199462890625,1206.77001953125,6048260000,-0.016647680109796337,-0.016787810139866296,1193.7063030137724,1170.1974929548776,49.37423070837668,8.697809435543832,-3.5677754483219086,12.26558488386574,1176.5627821430821,1198.2769958496092,1219.9912095561363,3.6242394340769475,0.23319194054269973,-0.0018401131463294806,1202.260009765625,1110.8800048828125,1089.4100341796875
2010-05-03,1202.260009765625,1205.1300048828125,1188.5799560546875,1188.5799560546875,4938050000,0.013120586781854904,0.01303525745326214,1194.520941752044,1171.454846555299,55.344280774463684,8.401183868616272,-3.091520812199576,11.492704680815848,1177.856467411881,1199.017999267578,1220.179531123275,3.529810539728924,0.5766015078717985,-0.1835585771775684,1173.5999755859375,1159.72998046875,1070.7099609375
2010-05-04,1173.5999755859375,1197.5,1168.1199951171875,1197.5,6594720000,-0.02383846584506677,-0.024127199957418213,1192.5284687838434,1171.5389692623828,44.85808551787942,5.786774400209424,-4.564744224485139,10.351518624694563,1174.5221658242654,1198.2260009765623,1221.9298361288593,3.956488197214578,-0.019452342467005702,0.3354907301465153,1165.8699951171875,1155.7900390625,1098.3800048828125
2010-05-05,1165.8699951171875,1175.949951171875,1158.1500244140625,1169.239990234375,6795940000,-0.006586554728659322,-0.006608341800780098,1189.9895665298761,1171.3166565508066,42.51813959066528,3.0558651280221056,-5.836522797337967,8.892387925360072,1170.434363622433,1197.3970031738281,1224.3596427252232,4.503542180233919,-0.08464246418725238,0.030512288618773864,1128.1500244140625,1171.6700439453125,1102.8299560546875
2010-05-06,1128.1500244140625,1167.5799560546875,1065.7900390625,1164.3800048828125,10617810000,-0.032353496411350324,-0.032888440643963665,1184.10008632837,1169.6238474474048,33.37055969485451,-2.127561339359545,-8.815959411775694,6.688398072416149,1153.5502788210308,1194.482507324219,1235.414735827407,6.853550094238059,-0.3102720684385652,0.5623754771231058,1110.8800048828125,1157.43994140625,1064.8800048828125
2010-05-07,1110.8800048828125,1135.1300048828125,1094.1500244140625,1127.0400390625,9472910000,-0.015308264998017185,-0.015426646180907493,1177.126745238317,1167.3201673468327,30.17008327245663,-7.54207011442395,-11.38437454947208,3.8423044350481295,1134.8686874501652,1190.3080078125,1245.7473281748346,9.315121800149665,-0.2163507994918582,-0.10782826213691898,1159.72998046875,1135.6800537109375,1050.469970703125
2010-05-10,1159.72998046875,1163.8499755859375,1122.27001953125,1122.27001953125,6893700000,0.04397412445198401,0.04303470414561544,1175.469910498358,1167.022512959457,45.9583919961467,-7.801392952825154,-9.314957910298627,1.5135649574734726,1131.4781610771818,1188.4705078125,1245.4628545478183,9.590872699099357,0.24785625623361568,-0.27227219513328005,1155.7900390625,1136.93994140625,1062.0
2010-05-11,1155.7900390625,1170.47998046875,1147.7099609375,1156.3900146484375,5842550000,-0.003397292018489928,-0.003403075918466228,1173.5956370282763,1166.5820237870273,45.07322979393258,-8.22995867397617,-7.7948189051597145,-0.435139768816456,1127.756948490422,1186.3950073242186,1245.0330661580151,9.885081860896927,0.2390349470088603,-0.15247980039746434,1171.6700439453125,1120.800048828125,1055.68994140625
2010-05-12,1171.6700439453125,1172.8699951171875,1155.4300537109375,1155.4300537109375,5225460000,0.013739523915341278,0.013645992401824483,1173.4122472108513,1166.7815539893131,49.31081907137976,-7.205159818995753,-5.416016040143438,-1.7891437788523155,1126.6167660500519,1184.4460083007812,1242.2752505515105,9.764774729359212,0.38953716270329014,-0.10561997757828345,1157.43994140625,1115.050048828125,1086.8399658203125
2010-05-13,1157.43994140625,1173.5699462890625,1156.1400146484375,1170.0400390625,4870640000,-0.012145144968583543,-0.01221949988922511,1171.8910752294607,1166.4152162409578,45.89392085439492,-7.455309524688346,-4.532932596668824,-2.9223769280195215,1124.195161368853,1181.7345031738282,1239.2738449788035,9.738116582098554,0.2888873855220435,-0.06790215598243987,1135.6800537109375,1071.5899658203125,1091.5999755859375
2010-05-14,1135.6800537109375,1157.18994140625,1126.1400146484375,1157.18994140625,6126400000,-0.018800014512092122,-0.018978981387949807,1168.4424065134108,1165.2099157495845,41.193353520080635,-9.302166466100061,-5.103831630464432,-4.198334835635629,1118.07607211486,1178.9120056152344,1239.747939115609,10.320691147534166,0.14468407553875381,0.2578223806317035,1136.93994140625,1087.68994140625,1089.6300048828125
2010-05-17,1136.93994140625,1141.8800048828125,1114.9599609375,1136.52001953125,5922920000,0.0011093685155389998,0.0011087536210084368,1165.4421717413002,1164.101289304748,41.56653204693233,-10.542622698450714,-5.075430290252068,-5.467192408198646,1112.951627186076,1175.8830017089845,1238.814376231893,10.70367960612517,0.19059105574947946,-0.033213632802298276,1120.800048828125,1073.6500244140625,1115.22998046875
2010-05-18,1120.800048828125,1148.6600341796875,1117.199951171875,1138.780029296875,6170840000,-0.014195906037184347,-0.01429763178499772,1161.1905409876645,1162.4032014429197,38.220429234787815,-12.681859066798552,-5.771733326879923,-6.910125739918628,1105.8795058209037,1171.564501953125,1237.2494980853464,11.213210373430977,0.11357649300295959,0.041857732334726894,1115.050048828125,1074.030029296875,1114.6099853515625
2010-05-19,1115.050048828125,1124.27001953125,1100.6600341796875,1119.5699462890625,6765800000,-0.005130263873571406,-0.005143468860015588,1156.7962084010417,1160.5462150658689,37.075357423955154,-14.672065804771364,-6.209552051882188,-8.462513752889176,1098.8204119387758,1167.0200073242188,1235.2196027096618,11.687819395969608,0.11898631361098488,0.09641475066603578,1071.5899658203125,1067.949951171875,1116.0400390625
2010-05-20,1071.5899658203125,1107.3399658203125,1071.5799560546875,1107.3399658203125,8328570000,-0.03897590341661106,-0.03975579583776626,1148.681328155258,1157.0577347032981,29.806642825061726,-19.531042767569488,-8.854823211744248,-10.67621955582524,1082.6713547321374,1160.1660034179686,1237.6606521037997,13.359234533251959,-0.07149776855399156,0.23098081527683356,1087.68994140625,1103.06005859375,1117.510009765625
2010-05-21,1087.68994140625,1090.1600341796875,1055.9000244140625,1067.260009765625,5452130000,0.015024380686144978,0.014912632585704338,1142.8726246553524,1154.337429083806,34.89856961176974,-21.83102902766359,-8.923847577470681,-12.907181450192908,1074.6437580209677,1153.6864990234376,1232.7292400259075,13.702637773672024,0.0825261321901443,-0.3453702136141018,1073.6500244140625,1089.4100341796875,1113.199951171875
2010-05-24,1073.6500244140625,1089.949951171875,1072.699951171875,1084.780029296875,5224040000,-0.012908014000787449,-0.012992046323687721,1136.2799960609439,1151.1732171359731,32.67272184585956,-24.504219287482783,-9.2776302698319,-15.226589017650884,1065.049861882818,1146.7664978027346,1228.4831337226512,14.251660835312158,0.052621858660901834,-0.04183502594398891,1074.030029296875,1070.7099609375,1095.31005859375
2010-05-25,1074.030029296875,1074.75,1040.780029296875,1067.4200439453125,7329580000,0.00035393738571354305,0.00035387476465256084,1130.3514277976992,1148.1479940834595,32.797656112555934,-26.289034978598238,-8.849956768757885,-17.439078209840353,1055.3903647067766,1141.2825012207031,1227.1746377346296,15.051862518185857,0.10850623436917396,0.4030482155573081,1067.949951171875,1098.3800048828125,1092.0400390625
2010-05-26,1067.949951171875,1090.75,1065.5899658203125,1075.510009765625,4521050000,-0.0056609945338124135,-0.005677078693651669,1124.4084300238112,1145.002972792809,31.781479282541138,-27.87282518555662,-8.346997580573014,-19.525827604983608,1046.6736922022503,1135.1119995117188,1223.5503068211872,15.582305067255245,0.12028870529584858,-0.3831774808379198,1103.06005859375,1102.8299560546875,1073.68994140625
2010-05-27,1103.06005859375,1103.52001953125,1074.27001953125,1074.27001953125,5698460000,0.032876173067238,0.032347311768677056,1122.3752517923767,1143.35815262814,42.80227426114099,-25.995241135296737,-5.1755308242505045,-20.819710311046233,1047.2032983635952,1129.9260009765626,1212.64870358953,14.642145156669118,0.33761445447140676,0.2604284402959489,1089.4100341796875,1064.8800048828125,1076.760009765625
2010-05-28,1089.4100341796875,1102.5899658203125,1084.780029296875,1102.5899658203125,4871210000,-0.01237468831159061,-0.012451892345405802,1119.235707257835,1141.2425401399655,40.090590549617204,-25.316848272707148,-3.5977103693287305,-21.719137903378417,1044.995328308526,1125.0620056152343,1205.1286829219425,14.233291482085772,0.277360740854924,-0.14517080053207354,1070.7099609375,1050.469970703125,1074.5699462890625
2010-06-01,1070.7099609375,1094.77001953125,1069.8900146484375,1087.300048828125,5271480000,-0.01716532127985071,-0.017314353324598773,1114.6142076082792,1138.4765566418296,36.66367974778546,-25.988576536178243,-3.415550906239858,-22.573025629938385,1043.6794399910377,1118.4845031738282,1193.2895663566187,13.376146557332271,0.18067307075466027,0.08217054900117216,1098.3800048828125,1062.0,1041.239990234375
2010-06-02,1098.3800048828125,1098.56005859375,1072.030029296875,1073.010009765625,5026360000,0.025842707133391096,0.02551442810834267,1113.0680930629967,1136.9041428473583,44.25654133482006,-24.011396296409202,-1.1506965331766494,-22.860699763232553,1044.1415457507676,1114.7235046386718,1185.305463526576,12.663581344466714,0.3842232490188076,-0.04649927534582321,1102.8299560546875,1055.68994140625,1030.7099609375
2010-06-03,1102.8299560546875,1105.6700439453125,1091.81005859375,1098.8199462890625,4995970000,0.004051376711240895,0.004043191983442443,1112.0930323955388,1135.567900228038,45.39038160345222,-21.83370745329057,0.8215938479535865,-22.655301301244158,1045.0957024895656,1111.5715026855469,1178.0473028815281,11.960688095255469,0.4342501586661018,-0.0060461248298967485,1064.8800048828125,1086.8399658203125,1027.3699951171875
2010-06-04,1064.8800048828125,1098.4300537109375,1060.5,1098.4300537109375,6180580000,-0.034411425771964765,-0.035017442089831104,1107.596553584803,1132.7958259007742,38.24572274404343,-22.906070334036258,-0.20061522623367978,-22.705455107802578,1039.284929361115,1108.4080017089843,1177.5310740568536,12.47249609192514,0.1851413330768018,0.23711311316921435,1050.469970703125,1091.5999755859375,1022.5800170898438
2010-06-07,1050.469970703125,1071.3599853515625,1049.8599853515625,1065.8399658203125,5467560000,-0.01353207320412908,-0.013624466165715648,1102.1559266436907,1129.5673609910625,35.93286970255817,-24.634721239734745,-1.5434129055457326,-23.091308334189012,1031.5972825667693,1105.3875000000003,1179.1777174332312,13.351013546513046,0.12788069199980764,-0.11536457743448025,1062.0,1089.6300048828125,1028.06005859375
2010-06-08,1062.0,1063.1500244140625,1042.1700439453125,1050.81005859375,6192750000,0.010976067492112662,0.01091626764351899,1098.331552677625,1126.9176605600405,39.106012823682754,-24.788565381602666,-1.3578056379309231,-23.430759743671743,1028.9533805951705,1100.5010009765624,1172.0486213579543,13.00273608436557,0.23094142913957935,0.13263503281171118,1055.68994140625,1115.22998046875,1060.27001953125
2010-06-09,1055.68994140625,1077.739990234375,1052.25,1062.75,5983200000,-0.005941674758709992,-0.005959396741888012,1094.270446842256,1124.1244166716565,37.996864035939986,-25.12997426511356,-1.3593716171534531,-23.770602647960107,1026.266102542291,1095.49599609375,1164.7258896452088,12.639004395874458,0.2125081908589683,-0.03383795567397363,1086.8399658203125,1114.6099853515625,1070.25
2010-06-10,1086.8399658203125,1087.8499755859375,1058.77001953125,1058.77001953125,5144780000,0.029506792849203878,0.02907984566617691,1093.5627819830233,1122.6622813441527,46.120972313048426,-22.626176152040216,0.9155411967359122,-23.541717348776128,1031.9988809467197,1091.2544921875,1150.5101034282804,10.860090229181667,0.4627501406638983,-0.14012902794491244,1091.5999755859375,1116.0400390625,1077.9599609375
2010-06-11,1091.5999755859375,1092.25,1077.1199951171875,1082.6500244140625,4059280000,0.004379678623643857,0.00437011574261751,1093.3758480404438,1121.4441517065757,47.25820950006691,-20.02694692371847,2.8118163400461285,-22.838763263764598,1037.5302755659836,1087.9624938964844,1138.3947122269851,9.27094796253136,0.5360630744578335,-0.2109905574193649,1089.6300048828125,1117.510009765625,1078.75
2010-06-14,1089.6300048828125,1105.9100341796875,1089.030029296875,1095.0,4425830000,-0.0018046635646612463,-0.0018062939317567235,1093.0191010730503,1120.1965381056436,46.81777766316961,-17.91943511233444,3.935462521144128,-21.85489763347857,1040.4680597214447,1085.6599914550782,1130.8519231887117,8.325245857695114,0.5439239182243198,0.09029926489426687,1115.22998046875,1113.199951171875,1095.3399658203125
2010-06-15,1115.22998046875,1115.5899658203125,1091.2099609375,1091.2099609375,4644490000,0.023494191121040897,0.02322245059850045,1095.1344229202598,1120.001771139491,52.953844083349175,-14.021877263370925,6.266416296086117,-20.288293559457042,1043.735501053215,1084.5744934082031,1125.4134857631911,7.530878257454535,0.8753212958106036,0.04940542225977951,1114.6099853515625,1095.31005859375,1095.1700439453125
2010-06-16,1114.6099853515625,1118.739990234375,1107.1300048828125,1114.02001953125,5002600000,-0.0005559347650669899,-0.0005560893540954269,1096.9892383899078,1119.7903285595721,52.79497129049205,-10.857899900871644,7.544314926868321,-18.402214827739964,1044.5023134071457,1084.264990234375,1124.0276670616045,7.334494276834348,0.8815763617856739,0.07710426763756617,1116.0400390625,1092.0400390625,1096.47998046875
2010-06-17,1116.0400390625,1117.719970703125,1105.8699951171875,1115.97998046875,4557760000,0.0012830081640498037,0.001282185812389404,1098.803600358726,1119.6432583832166,53.14416346076409,-8.14118514817369,8.20882374365302,-16.35000889182671,1044.3883220530747,1084.3144897460938,1124.240657439113,7.364315071058093,0.8973027108478684,-0.08892176068444413,1117.510009765625,1073.68994140625,1064.8800048828125
2010-06-18,1117.510009765625,1121.010009765625,1113.9300537109375,1116.1600341796875,4555360000,0.0013171307943036226,0.0013162641384549061,1100.585163159383,1119.5596015746835,53.524737444521605,-5.802665269905447,8.437874897537013,-14.24054016744246,1044.5414606157026,1086.6104919433594,1128.6795232710163,7.743166781395245,0.8672477930571194,-0.0005265744576282705,1113.199951171875,1076.760009765625,1071.25
2010-06-21,1113.199951171875,1131.22998046875,1108.239990234375,1122.7900390625,4514360000,-0.003856841152281021,-0.003864297943398893,1101.786571541525,1119.3102035196714,52.18632101152884,-4.248186674525641,7.993882794333455,-12.242069468859096,1044.1647167820395,1087.8859924316405,1131.6072680812415,8.03784145650691,0.7894924537782273,-0.009000386358048562,1095.31005859375,1074.5699462890625,1083.47998046875
2010-06-22,1095.31005859375,1118.5,1094.1800537109375,1113.9000244140625,4514380000,-0.016070691127224812,-0.01620122508698942,1101.169760784594,1118.3690213657137,46.939628587256685,-4.4089918932149885,6.266462060515288,-10.675453953730276,1045.6613836389483,1088.968994140625,1132.2766046423017,7.953873936668595,0.5732095857941586,4.430306843161702e-06,1092.0400390625,1041.239990234375,1069.5899658203125
2010-06-23,1092.0400390625,1099.6400146484375,1085.31005859375,1095.5699462890625,4526150000,-0.0029854738442266493,-0.00298993926106872,1100.3002634777279,1117.3365122557839,46.028698768358716,-4.745590224957596,4.743890983018144,-9.48948120797574,1047.1244758887563,1089.8694946289063,1132.6145133690563,7.844061871775658,0.5253894429990614,0.002607224026333732,1073.68994140625,1030.7099609375,1093.6700439453125
